season,player_id,player,team,pos,g,mp,pts_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,fg_percent,x3p_percent,e_fg_percent,avg_dist_fga,percent_fga_from_x0_3_range,percent_fga_from_x3p_range,fg_percent_from_x3p_range,percent_assisted_x3p_fg,percent_dunks_of_fga,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,net_plus_minus_per_100_poss,points_generated_by_assists
2023,brownja02,Jaylen Brown,BOS,SF,67,2405,26.7,6.9,3.5,1.1,0.4,2.9,2.6,0.491,0.335,0.55,13.6,0.237,0.352,0.335,0.687,0.052,0.0,39.0,58.0,3.0,0.0,-3.9,599
2023,brownmo01,Moses Brown,2TM,C,36,294,19.0,17.0,0.5,0.5,1.7,1.8,4.8,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,3.5,9
2023,brownmo01,Moses Brown,2TM,C,36,294,19.0,17.0,0.5,0.5,1.7,1.8,4.8,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,4.5,9
2023,brownmo01,Moses Brown,2TM,C,36,294,19.0,17.0,0.5,0.5,1.7,1.8,4.8,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,-44.6,0
2023,brownmo01,Moses Brown,2TM,C,36,294,19.0,17.0,0.5,0.5,1.7,1.8,4.8,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,3.5,9
2023,brownmo01,Moses Brown,2TM,C,36,294,19.0,17.0,0.5,0.5,1.7,1.8,4.8,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,4.5,9
2023,brownmo01,Moses Brown,2TM,C,36,294,19.0,17.0,0.5,0.5,1.7,1.8,4.8,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,-44.6,0
2023,brownmo01,Moses Brown,2TM,C,36,294,19.0,17.0,0.5,0.5,1.7,1.8,4.8,0.635,,0.635,,,,,,,0.0,0.0,0.0,0.0,100.0,3.5,9
2023,brownmo01,Moses Brown,2TM,C,36,294,19.0,17.0,0.5,0.5,1.7,1.8,4.8,0.635,,0.635,,,,,,,0.0,0.0,0.0,0.0,100.0,4.5,9
2023,brownmo01,Moses Brown,2TM,C,36,294,19.0,17.0,0.5,0.5,1.7,1.8,4.8,0.635,,0.635,,,,,,,0.0,0.0,0.0,0.0,100.0,-44.6,0
2023,brownmo01,Moses Brown,LAC,C,34,288,19.4,17.4,0.5,0.4,1.7,1.7,4.7,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,3.5,9
2023,brownmo01,Moses Brown,LAC,C,34,288,19.4,17.4,0.5,0.4,1.7,1.7,4.7,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,4.5,9
2023,brownmo01,Moses Brown,LAC,C,34,288,19.4,17.4,0.5,0.4,1.7,1.7,4.7,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,-44.6,0
2023,brownmo01,Moses Brown,LAC,C,34,288,19.4,17.4,0.5,0.4,1.7,1.7,4.7,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,3.5,9
2023,brownmo01,Moses Brown,LAC,C,34,288,19.4,17.4,0.5,0.4,1.7,1.7,4.7,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,4.5,9
2023,brownmo01,Moses Brown,LAC,C,34,288,19.4,17.4,0.5,0.4,1.7,1.7,4.7,0.635,,0.635,2.1,0.729,0.0,,,0.469,0.0,0.0,0.0,0.0,100.0,-44.6,0
2023,brownmo01,Moses Brown,LAC,C,34,288,19.4,17.4,0.5,0.4,1.7,1.7,4.7,0.635,,0.635,,,,,,,0.0,0.0,0.0,0.0,100.0,3.5,9
2023,brownmo01,Moses Brown,LAC,C,34,288,19.4,17.4,0.5,0.4,1.7,1.7,4.7,0.635,,0.635,,,,,,,0.0,0.0,0.0,0.0,100.0,4.5,9
2023,brownmo01,Moses Brown,LAC,C,34,288,19.4,17.4,0.5,0.4,1.7,1.7,4.7,0.635,,0.635,,,,,,,0.0,0.0,0.0,0.0,100.0,-44.6,0
2023,browntr01,Troy Brown Jr.,LAL,SF,76,1860,10.5,6.0,1.8,1.1,0.3,0.9,2.3,0.43,0.381,0.545,17.5,0.166,0.604,0.381,0.953,0.03,0.0,2.0,70.0,28.0,0.0,-2.7,226
2023,brunsja01,Jalen Brunson,NYK,PG,68,2379,24.7,3.6,6.4,0.9,0.2,2.1,2.3,0.491,0.416,0.547,12.9,0.149,0.269,0.416,0.575,0.002,100.0,0.0,0.0,0.0,0.0,-1.9,1036
2023,bryanth01,Thomas Bryant,2TM,C,59,1081,19.3,11.3,1.0,0.5,1.0,1.3,3.4,0.623,0.441,0.659,8.6,0.412,0.16,0.441,0.962,0.244,0.0,0.0,0.0,3.0,97.0,-6.1,77
2023,bryanth01,Thomas Bryant,2TM,C,59,1081,19.3,11.3,1.0,0.5,1.0,1.3,3.4,0.623,0.441,0.659,8.6,0.412,0.16,0.441,0.962,0.244,0.0,0.0,0.0,4.0,96.0,-3.6,73
2023,bryanth01,Thomas Bryant,2TM,C,59,1081,19.3,11.3,1.0,0.5,1.0,1.3,3.4,0.623,0.441,0.659,8.6,0.412,0.16,0.441,0.962,0.244,0.0,0.0,0.0,0.0,100.0,-17.0,4
2023,bryanth01,Thomas Bryant,2TM,C,59,1081,19.3,11.3,1.0,0.5,1.0,1.3,3.4,0.623,0.441,0.659,8.3,0.432,0.166,0.44,0.955,0.252,0.0,0.0,0.0,3.0,97.0,-6.1,77
2023,bryanth01,Thomas Bryant,2TM,C,59,1081,19.3,11.3,1.0,0.5,1.0,1.3,3.4,0.623,0.441,0.659,8.3,0.432,0.166,0.44,0.955,0.252,0.0,0.0,0.0,4.0,96.0,-3.6,73
2023,bryanth01,Thomas Bryant,2TM,C,59,1081,19.3,11.3,1.0,0.5,1.0,1.3,3.4,0.623,0.441,0.659,8.3,0.432,0.166,0.44,0.955,0.252,0.0,0.0,0.0,0.0,100.0,-17.0,4
2023,bryanth01,Thomas Bryant,2TM,C,59,1081,19.3,11.3,1.0,0.5,1.0,1.3,3.4,0.623,0.441,0.659,8.8,0.324,0.132,0.444,1.0,0.206,0.0,0.0,0.0,3.0,97.0,-6.1,77
2023,bryanth01,Thomas Bryant,2TM,C,59,1081,19.3,11.3,1.0,0.5,1.0,1.3,3.4,0.623,0.441,0.659,8.8,0.324,0.132,0.444,1.0,0.206,0.0,0.0,0.0,4.0,96.0,-3.6,73
2023,bryanth01,Thomas Bryant,2TM,C,59,1081,19.3,11.3,1.0,0.5,1.0,1.3,3.4,0.623,0.441,0.659,8.8,0.324,0.132,0.444,1.0,0.206,0.0,0.0,0.0,0.0,100.0,-17.0,4
2023,bryanth01,Thomas Bryant,LAL,C,41,876,20.4,11.5,1.2,0.6,0.9,1.2,3.2,0.654,0.44,0.691,8.6,0.412,0.16,0.441,0.962,0.244,0.0,0.0,0.0,3.0,97.0,-6.1,77
2023,bryanth01,Thomas Bryant,LAL,C,41,876,20.4,11.5,1.2,0.6,0.9,1.2,3.2,0.654,0.44,0.691,8.6,0.412,0.16,0.441,0.962,0.244,0.0,0.0,0.0,4.0,96.0,-3.6,73
2023,bryanth01,Thomas Bryant,LAL,C,41,876,20.4,11.5,1.2,0.6,0.9,1.2,3.2,0.654,0.44,0.691,8.6,0.412,0.16,0.441,0.962,0.244,0.0,0.0,0.0,0.0,100.0,-17.0,4
2023,bryanth01,Thomas Bryant,LAL,C,41,876,20.4,11.5,1.2,0.6,0.9,1.2,3.2,0.654,0.44,0.691,8.3,0.432,0.166,0.44,0.955,0.252,0.0,0.0,0.0,3.0,97.0,-6.1,77
2023,bryanth01,Thomas Bryant,LAL,C,41,876,20.4,11.5,1.2,0.6,0.9,1.2,3.2,0.654,0.44,0.691,8.3,0.432,0.166,0.44,0.955,0.252,0.0,0.0,0.0,4.0,96.0,-3.6,73
2023,bryanth01,Thomas Bryant,LAL,C,41,876,20.4,11.5,1.2,0.6,0.9,1.2,3.2,0.654,0.44,0.691,8.3,0.432,0.166,0.44,0.955,0.252,0.0,0.0,0.0,0.0,100.0,-17.0,4
2023,bryanth01,Thomas Bryant,LAL,C,41,876,20.4,11.5,1.2,0.6,0.9,1.2,3.2,0.654,0.44,0.691,8.8,0.324,0.132,0.444,1.0,0.206,0.0,0.0,0.0,3.0,97.0,-6.1,77
2023,bryanth01,Thomas Bryant,LAL,C,41,876,20.4,11.5,1.2,0.6,0.9,1.2,3.2,0.654,0.44,0.691,8.8,0.324,0.132,0.444,1.0,0.206,0.0,0.0,0.0,4.0,96.0,-3.6,73
2023,bryanth01,Thomas Bryant,LAL,C,41,876,20.4,11.5,1.2,0.6,0.9,1.2,3.2,0.654,0.44,0.691,8.8,0.324,0.132,0.444,1.0,0.206,0.0,0.0,0.0,0.0,100.0,-17.0,4
2023,bryanth01,Thomas Bryant,DEN,C,18,205,14.6,10.5,0.4,0.4,1.2,1.8,4.4,0.485,0.444,0.515,8.6,0.412,0.16,0.441,0.962,0.244,0.0,0.0,0.0,3.0,97.0,-6.1,77
2023,bryanth01,Thomas Bryant,DEN,C,18,205,14.6,10.5,0.4,0.4,1.2,1.8,4.4,0.485,0.444,0.515,8.6,0.412,0.16,0.441,0.962,0.244,0.0,0.0,0.0,4.0,96.0,-3.6,73
2023,bryanth01,Thomas Bryant,DEN,C,18,205,14.6,10.5,0.4,0.4,1.2,1.8,4.4,0.485,0.444,0.515,8.6,0.412,0.16,0.441,0.962,0.244,0.0,0.0,0.0,0.0,100.0,-17.0,4
2023,bryanth01,Thomas Bryant,DEN,C,18,205,14.6,10.5,0.4,0.4,1.2,1.8,4.4,0.485,0.444,0.515,8.3,0.432,0.166,0.44,0.955,0.252,0.0,0.0,0.0,3.0,97.0,-6.1,77
2023,bryanth01,Thomas Bryant,DEN,C,18,205,14.6,10.5,0.4,0.4,1.2,1.8,4.4,0.485,0.444,0.515,8.3,0.432,0.166,0.44,0.955,0.252,0.0,0.0,0.0,4.0,96.0,-3.6,73
2023,bryanth01,Thomas Bryant,DEN,C,18,205,14.6,10.5,0.4,0.4,1.2,1.8,4.4,0.485,0.444,0.515,8.3,0.432,0.166,0.44,0.955,0.252,0.0,0.0,0.0,0.0,100.0,-17.0,4
2023,bryanth01,Thomas Bryant,DEN,C,18,205,14.6,10.5,0.4,0.4,1.2,1.8,4.4,0.485,0.444,0.515,8.8,0.324,0.132,0.444,1.0,0.206,0.0,0.0,0.0,3.0,97.0,-6.1,77
2023,bryanth01,Thomas Bryant,DEN,C,18,205,14.6,10.5,0.4,0.4,1.2,1.8,4.4,0.485,0.444,0.515,8.8,0.324,0.132,0.444,1.0,0.206,0.0,0.0,0.0,4.0,96.0,-3.6,73
2023,bryanth01,Thomas Bryant,DEN,C,18,205,14.6,10.5,0.4,0.4,1.2,1.8,4.4,0.485,0.444,0.515,8.8,0.324,0.132,0.444,1.0,0.206,0.0,0.0,0.0,0.0,100.0,-17.0,4
2023,bullore01,Reggie Bullock,DAL,SF,78,2364,8.5,4.3,1.6,0.8,0.2,0.5,2.5,0.409,0.38,0.569,21.7,0.077,0.845,0.38,0.98,0.002,0.0,2.0,45.0,51.0,2.0,-4.7,272
2023,burksal01,Alec Burks,DET,SG,51,1122,20.9,5.1,3.7,1.2,0.3,1.9,3.1,0.436,0.414,0.544,17.7,0.087,0.521,0.414,0.657,0.002,2.0,84.0,13.0,1.0,0.0,10.6,270
2023,butleji01,Jimmy Butler,MIA,PF,64,2138,24.7,6.3,5.7,2.0,0.4,1.7,1.3,0.539,0.35,0.56,8.3,0.314,0.116,0.35,0.694,0.068,0.0,0.0,15.0,83.0,3.0,3.5,835
2023,butlejo01,John Butler,POR,C,19,221,7.3,2.8,1.8,1.1,1.5,0.2,3.6,0.321,0.229,0.396,19.0,0.151,0.66,0.229,1.0,0.038,0.0,0.0,0.0,0.0,100.0,-12.7,25
2023,cainja01,Jamal Cain,MIA,PF,18,240,14.7,7.8,1.8,1.6,0.1,0.9,3.2,0.561,0.35,0.614,10.5,0.394,0.303,0.35,1.0,0.045,0.0,14.0,48.0,38.0,0.0,8.0,32
2023,caldwke01,Kentavious Caldwell-Pope,DEN,SG,76,2381,12.4,3.1,2.8,1.7,0.5,1.3,2.2,0.462,0.423,0.569,17.3,0.136,0.505,0.423,0.926,0.024,24.0,74.0,2.0,0.0,0.0,16.3,433
2023,cancavl01,Vlatko Čančar,DEN,PF,60,889,12.0,5.2,3.2,0.9,0.6,1.5,3.4,0.476,0.374,0.57,15.3,0.233,0.507,0.374,0.977,0.026,0.0,0.0,1.0,90.0,9.0,-9.3,193
2023,capelca01,Clint Capela,ATL,C,65,1730,16.2,14.9,1.2,0.9,1.6,1.1,2.9,0.653,0.0,0.653,2.1,0.761,0.002,0.0,,0.287,0.0,0.0,0.0,0.0,100.0,-1.7,137
2023,carteje01,Jevon Carter,MIL,PG,81,1810,12.9,4.0,3.9,1.3,0.6,1.6,3.1,0.423,0.421,0.549,19.9,0.092,0.596,0.421,0.789,0.004,99.0,1.0,0.0,0.0,0.0,-0.3,492
2023,cartewe01,Wendell Carter Jr.,ORL,C,57,1690,18.5,10.6,2.8,0.6,0.7,2.3,3.4,0.525,0.356,0.591,13.3,0.282,0.367,0.356,0.988,0.145,0.0,0.0,0.0,6.0,94.0,2.3,301
2023,carusal01,Alex Caruso,CHI,PG,67,1575,8.5,4.5,4.4,2.2,1.1,1.8,3.6,0.455,0.364,0.551,15.0,0.29,0.528,0.364,0.945,0.028,61.0,39.0,0.0,0.0,0.0,7.2,449
2023,champju02,Julian Champagnie,2TM,SF,17,320,18.6,6.8,1.1,0.7,0.6,1.2,2.9,0.454,0.402,0.581,19.1,0.169,0.631,0.402,1.0,0.031,0.0,16.0,60.0,24.0,0.0,-0.3,24
2023,champju02,Julian Champagnie,2TM,SF,17,320,18.6,6.8,1.1,0.7,0.6,1.2,2.9,0.454,0.402,0.581,19.1,0.169,0.631,0.402,1.0,0.031,0.0,0.0,5.0,95.0,0.0,-28.4,0
2023,champju02,Julian Champagnie,2TM,SF,17,320,18.6,6.8,1.1,0.7,0.6,1.2,2.9,0.454,0.402,0.581,19.1,0.169,0.631,0.402,1.0,0.031,1.0,16.0,61.0,22.0,0.0,0.3,24
2023,champju02,Julian Champagnie,2TM,SF,17,320,18.6,6.8,1.1,0.7,0.6,1.2,2.9,0.454,0.402,0.581,20.3,0.0,0.5,0.0,,0.0,0.0,16.0,60.0,24.0,0.0,-0.3,24
2023,champju02,Julian Champagnie,2TM,SF,17,320,18.6,6.8,1.1,0.7,0.6,1.2,2.9,0.454,0.402,0.581,20.3,0.0,0.5,0.0,,0.0,0.0,0.0,5.0,95.0,0.0,-28.4,0
2023,champju02,Julian Champagnie,2TM,SF,17,320,18.6,6.8,1.1,0.7,0.6,1.2,2.9,0.454,0.402,0.581,20.3,0.0,0.5,0.0,,0.0,1.0,16.0,61.0,22.0,0.0,0.3,24
2023,champju02,Julian Champagnie,2TM,SF,17,320,18.6,6.8,1.1,0.7,0.6,1.2,2.9,0.454,0.402,0.581,17.9,0.172,0.633,0.407,1.0,0.031,0.0,16.0,60.0,24.0,0.0,-0.3,24
2023,champju02,Julian Champagnie,2TM,SF,17,320,18.6,6.8,1.1,0.7,0.6,1.2,2.9,0.454,0.402,0.581,17.9,0.172,0.633,0.407,1.0,0.031,0.0,0.0,5.0,95.0,0.0,-28.4,0
2023,champju02,Julian Champagnie,2TM,SF,17,320,18.6,6.8,1.1,0.7,0.6,1.2,2.9,0.454,0.402,0.581,17.9,0.172,0.633,0.407,1.0,0.031,1.0,16.0,61.0,22.0,0.0,0.3,24
2023,champju02,Julian Champagnie,SAS,SF,15,313,19.0,6.9,1.2,0.6,0.6,1.3,3.0,0.461,0.407,0.59,19.1,0.169,0.631,0.402,1.0,0.031,0.0,16.0,60.0,24.0,0.0,-0.3,24
2023,champju02,Julian Champagnie,SAS,SF,15,313,19.0,6.9,1.2,0.6,0.6,1.3,3.0,0.461,0.407,0.59,19.1,0.169,0.631,0.402,1.0,0.031,0.0,0.0,5.0,95.0,0.0,-28.4,0
2023,champju02,Julian Champagnie,SAS,SF,15,313,19.0,6.9,1.2,0.6,0.6,1.3,3.0,0.461,0.407,0.59,19.1,0.169,0.631,0.402,1.0,0.031,1.0,16.0,61.0,22.0,0.0,0.3,24
2023,champju02,Julian Champagnie,SAS,SF,15,313,19.0,6.9,1.2,0.6,0.6,1.3,3.0,0.461,0.407,0.59,20.3,0.0,0.5,0.0,,0.0,0.0,16.0,60.0,24.0,0.0,-0.3,24
2023,champju02,Julian Champagnie,SAS,SF,15,313,19.0,6.9,1.2,0.6,0.6,1.3,3.0,0.461,0.407,0.59,20.3,0.0,0.5,0.0,,0.0,0.0,0.0,5.0,95.0,0.0,-28.4,0
2023,champju02,Julian Champagnie,SAS,SF,15,313,19.0,6.9,1.2,0.6,0.6,1.3,3.0,0.461,0.407,0.59,20.3,0.0,0.5,0.0,,0.0,1.0,16.0,61.0,22.0,0.0,0.3,24
2023,champju02,Julian Champagnie,SAS,SF,15,313,19.0,6.9,1.2,0.6,0.6,1.3,3.0,0.461,0.407,0.59,17.9,0.172,0.633,0.407,1.0,0.031,0.0,16.0,60.0,24.0,0.0,-0.3,24
2023,champju02,Julian Champagnie,SAS,SF,15,313,19.0,6.9,1.2,0.6,0.6,1.3,3.0,0.461,0.407,0.59,17.9,0.172,0.633,0.407,1.0,0.031,0.0,0.0,5.0,95.0,0.0,-28.4,0
2023,champju02,Julian Champagnie,SAS,SF,15,313,19.0,6.9,1.2,0.6,0.6,1.3,3.0,0.461,0.407,0.59,17.9,0.172,0.633,0.407,1.0,0.031,1.0,16.0,61.0,22.0,0.0,0.3,24
2023,chandke01,Kennedy Chandler,MEM,PG,36,281,10.0,4.9,7.4,1.5,0.6,2.3,1.9,0.422,0.133,0.434,8.7,0.361,0.181,0.133,1.0,0.048,100.0,0.0,0.0,0.0,0.0,-12.3,128
2023,chrisjo01,Josh Christopher,HOU,SG,64,786,17.0,3.3,3.3,1.5,0.7,2.7,2.7,0.465,0.236,0.497,11.9,0.222,0.271,0.236,0.762,0.082,5.0,81.0,14.0,0.0,0.0,-8.3,173
2023,chrisma02,Max Christie,LAL,SG,41,512,9.0,5.3,1.5,0.6,0.5,0.9,2.3,0.415,0.419,0.538,18.0,0.113,0.585,0.419,0.962,0.038,0.0,26.0,68.0,6.0,0.0,-10.4,50
2023,clarkbr01,Brandon Clarke,MEM,PF,56,1090,18.4,10.2,2.4,1.1,1.2,1.8,4.3,0.656,0.167,0.658,5.1,0.496,0.017,0.167,1.0,0.158,0.0,0.0,9.0,82.0,9.0,-4.6,171
2023,clarkjo01,Jordan Clarkson,UTA,SG,61,1988,23.0,4.5,4.9,0.6,0.2,3.4,2.2,0.444,0.338,0.519,15.5,0.109,0.445,0.338,0.748,0.016,25.0,68.0,7.0,0.0,0.0,2.6,662
2023,claxtni01,Nic Claxton,BRK,C,76,2271,15.2,11.1,2.3,1.0,3.0,1.5,3.4,0.705,0.0,0.705,2.7,0.671,0.003,0.0,,0.346,0.0,0.0,0.0,0.0,100.0,9.1,350
2023,coffeam01,Amir Coffey,LAC,SF,50,625,9.9,3.1,3.1,0.4,0.3,1.2,2.9,0.386,0.275,0.424,12.1,0.172,0.276,0.275,1.0,0.041,1.0,7.0,74.0,18.0,1.0,-11.3,127
2023,collijo01,John Collins,ATL,PF,71,2130,15.7,7.8,1.4,0.7,1.2,1.3,3.7,0.508,0.292,0.557,12.0,0.29,0.339,0.292,0.943,0.113,0.0,0.0,0.0,92.0,8.0,-1.6,214
2023,colliza01,Zach Collins,SAS,C,63,1441,18.3,10.0,4.5,0.9,1.2,3.2,5.0,0.518,0.374,0.568,11.1,0.301,0.268,0.374,1.0,0.044,0.0,0.0,0.0,2.0,99.0,3.1,411
2023,conlemi01,Mike Conley,2TM,PG,67,2029,14.2,3.2,8.0,1.3,0.2,1.8,2.5,0.428,0.385,0.539,18.1,0.084,0.575,0.385,0.696,0.0,100.0,0.0,0.0,0.0,0.0,2.2,1090
2023,conlemi01,Mike Conley,2TM,PG,67,2029,14.2,3.2,8.0,1.3,0.2,1.8,2.5,0.428,0.385,0.539,18.1,0.084,0.575,0.385,0.696,0.0,100.0,0.0,0.0,0.0,0.0,2.8,807
2023,conlemi01,Mike Conley,2TM,PG,67,2029,14.2,3.2,8.0,1.3,0.2,1.8,2.5,0.428,0.385,0.539,18.1,0.084,0.575,0.385,0.696,0.0,100.0,0.0,0.0,0.0,0.0,1.1,283
2023,conlemi01,Mike Conley,2TM,PG,67,2029,14.2,3.2,8.0,1.3,0.2,1.8,2.5,0.428,0.385,0.539,18.0,0.085,0.568,0.362,0.636,0.0,100.0,0.0,0.0,0.0,0.0,2.2,1090
2023,conlemi01,Mike Conley,2TM,PG,67,2029,14.2,3.2,8.0,1.3,0.2,1.8,2.5,0.428,0.385,0.539,18.0,0.085,0.568,0.362,0.636,0.0,100.0,0.0,0.0,0.0,0.0,2.8,807
2023,conlemi01,Mike Conley,2TM,PG,67,2029,14.2,3.2,8.0,1.3,0.2,1.8,2.5,0.428,0.385,0.539,18.0,0.085,0.568,0.362,0.636,0.0,100.0,0.0,0.0,0.0,0.0,1.1,283
2023,conlemi01,Mike Conley,2TM,PG,67,2029,14.2,3.2,8.0,1.3,0.2,1.8,2.5,0.428,0.385,0.539,18.3,0.081,0.587,0.42,0.776,0.0,100.0,0.0,0.0,0.0,0.0,2.2,1090
2023,conlemi01,Mike Conley,2TM,PG,67,2029,14.2,3.2,8.0,1.3,0.2,1.8,2.5,0.428,0.385,0.539,18.3,0.081,0.587,0.42,0.776,0.0,100.0,0.0,0.0,0.0,0.0,2.8,807
2023,conlemi01,Mike Conley,2TM,PG,67,2029,14.2,3.2,8.0,1.3,0.2,1.8,2.5,0.428,0.385,0.539,18.3,0.081,0.587,0.42,0.776,0.0,100.0,0.0,0.0,0.0,0.0,1.1,283
2023,conlemi01,Mike Conley,UTA,PG,43,1276,13.0,3.0,9.3,1.2,0.3,2.1,2.7,0.408,0.362,0.511,18.1,0.084,0.575,0.385,0.696,0.0,100.0,0.0,0.0,0.0,0.0,2.2,1090
2023,conlemi01,Mike Conley,UTA,PG,43,1276,13.0,3.0,9.3,1.2,0.3,2.1,2.7,0.408,0.362,0.511,18.1,0.084,0.575,0.385,0.696,0.0,100.0,0.0,0.0,0.0,0.0,2.8,807
2023,conlemi01,Mike Conley,UTA,PG,43,1276,13.0,3.0,9.3,1.2,0.3,2.1,2.7,0.408,0.362,0.511,18.1,0.084,0.575,0.385,0.696,0.0,100.0,0.0,0.0,0.0,0.0,1.1,283
2023,conlemi01,Mike Conley,UTA,PG,43,1276,13.0,3.0,9.3,1.2,0.3,2.1,2.7,0.408,0.362,0.511,18.0,0.085,0.568,0.362,0.636,0.0,100.0,0.0,0.0,0.0,0.0,2.2,1090
2023,conlemi01,Mike Conley,UTA,PG,43,1276,13.0,3.0,9.3,1.2,0.3,2.1,2.7,0.408,0.362,0.511,18.0,0.085,0.568,0.362,0.636,0.0,100.0,0.0,0.0,0.0,0.0,2.8,807
2023,conlemi01,Mike Conley,UTA,PG,43,1276,13.0,3.0,9.3,1.2,0.3,2.1,2.7,0.408,0.362,0.511,18.0,0.085,0.568,0.362,0.636,0.0,100.0,0.0,0.0,0.0,0.0,1.1,283
2023,conlemi01,Mike Conley,UTA,PG,43,1276,13.0,3.0,9.3,1.2,0.3,2.1,2.7,0.408,0.362,0.511,18.3,0.081,0.587,0.42,0.776,0.0,100.0,0.0,0.0,0.0,0.0,2.2,1090
2023,conlemi01,Mike Conley,UTA,PG,43,1276,13.0,3.0,9.3,1.2,0.3,2.1,2.7,0.408,0.362,0.511,18.3,0.081,0.587,0.42,0.776,0.0,100.0,0.0,0.0,0.0,0.0,2.8,807
2023,conlemi01,Mike Conley,UTA,PG,43,1276,13.0,3.0,9.3,1.2,0.3,2.1,2.7,0.408,0.362,0.511,18.3,0.081,0.587,0.42,0.776,0.0,100.0,0.0,0.0,0.0,0.0,1.1,283
2023,conlemi01,Mike Conley,MIN,PG,24,753,16.1,3.6,5.7,1.4,0.2,1.4,2.2,0.46,0.42,0.583,18.1,0.084,0.575,0.385,0.696,0.0,100.0,0.0,0.0,0.0,0.0,2.2,1090
2023,conlemi01,Mike Conley,MIN,PG,24,753,16.1,3.6,5.7,1.4,0.2,1.4,2.2,0.46,0.42,0.583,18.1,0.084,0.575,0.385,0.696,0.0,100.0,0.0,0.0,0.0,0.0,2.8,807
2023,conlemi01,Mike Conley,MIN,PG,24,753,16.1,3.6,5.7,1.4,0.2,1.4,2.2,0.46,0.42,0.583,18.1,0.084,0.575,0.385,0.696,0.0,100.0,0.0,0.0,0.0,0.0,1.1,283
2023,conlemi01,Mike Conley,MIN,PG,24,753,16.1,3.6,5.7,1.4,0.2,1.4,2.2,0.46,0.42,0.583,18.0,0.085,0.568,0.362,0.636,0.0,100.0,0.0,0.0,0.0,0.0,2.2,1090
2023,conlemi01,Mike Conley,MIN,PG,24,753,16.1,3.6,5.7,1.4,0.2,1.4,2.2,0.46,0.42,0.583,18.0,0.085,0.568,0.362,0.636,0.0,100.0,0.0,0.0,0.0,0.0,2.8,807
2023,conlemi01,Mike Conley,MIN,PG,24,753,16.1,3.6,5.7,1.4,0.2,1.4,2.2,0.46,0.42,0.583,18.0,0.085,0.568,0.362,0.636,0.0,100.0,0.0,0.0,0.0,0.0,1.1,283
2023,conlemi01,Mike Conley,MIN,PG,24,753,16.1,3.6,5.7,1.4,0.2,1.4,2.2,0.46,0.42,0.583,18.3,0.081,0.587,0.42,0.776,0.0,100.0,0.0,0.0,0.0,0.0,2.2,1090
2023,conlemi01,Mike Conley,MIN,PG,24,753,16.1,3.6,5.7,1.4,0.2,1.4,2.2,0.46,0.42,0.583,18.3,0.081,0.587,0.42,0.776,0.0,100.0,0.0,0.0,0.0,0.0,2.8,807
2023,conlemi01,Mike Conley,MIN,PG,24,753,16.1,3.6,5.7,1.4,0.2,1.4,2.2,0.46,0.42,0.583,18.3,0.081,0.587,0.42,0.776,0.0,100.0,0.0,0.0,0.0,0.0,1.1,283
2023,connapa01,Pat Connaughton,MIL,SF,61,1443,11.6,7.1,1.9,0.9,0.3,0.8,1.7,0.392,0.339,0.521,20.3,0.152,0.765,0.339,0.982,0.019,2.0,35.0,60.0,3.0,0.0,2.0,184
2023,covinro01,Robert Covington,LAC,PF,48,779,13.3,7.7,2.6,1.8,1.5,1.5,4.0,0.445,0.397,0.563,16.8,0.205,0.594,0.397,0.981,0.035,0.0,0.0,21.0,73.0,6.0,-1.1,137
2023,craigto01,Torrey Craig,PHO,PF,79,1948,10.9,7.9,2.2,0.9,1.1,1.3,3.3,0.456,0.395,0.556,15.0,0.266,0.506,0.395,0.99,0.044,0.0,0.0,20.0,79.0,1.0,-9.9,287
2023,crowdja01,Jae Crowder,MIL,PF,18,340,13.1,7.3,2.9,1.3,0.6,0.7,2.9,0.479,0.436,0.606,18.8,0.074,0.585,0.436,1.0,0.011,0.0,1.0,41.0,58.0,0.0,-3.4,64
2023,cunnica01,Cade Cunningham,DET,PG,12,400,21.5,6.7,6.5,0.9,0.6,3.5,3.1,0.415,0.279,0.453,14.2,0.183,0.272,0.279,0.588,0.013,73.0,26.0,1.0,0.0,0.0,1.1,176
