season,player_id,player,team,pos,g,mp,pts_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,fg_percent,x3p_percent,e_fg_percent,avg_dist_fga,percent_fga_from_x0_3_range,percent_fga_from_x3p_range,fg_percent_from_x3p_range,percent_assisted_x3p_fg,percent_dunks_of_fga,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,net_plus_minus_per_100_poss,points_generated_by_assists
2019,martija01,Jarell Martin,ORL,PF,42,328,12.6,8.0,2.0,0.3,0.9,1.2,5.6,0.413,0.351,0.51,18.4,0.173,0.548,0.351,1.0,0.067,0.0,0.0,0.0,83.0,18.0,4.4,43
2019,masonfr01,Frank Mason III,SAC,PG,38,435,16.1,3.6,7.0,1.3,0.3,3.0,2.8,0.42,0.219,0.462,14.5,0.29,0.379,0.219,0.286,0.006,65.0,35.0,0.0,0.0,0.0,-15.3,196
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,18.8,0.125,0.577,0.372,0.92,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,18.8,0.125,0.577,0.372,0.92,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,18.8,0.125,0.577,0.372,0.92,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,18.8,0.125,0.577,0.372,0.92,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,17.8,0.124,0.561,0.38,0.92,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,17.8,0.124,0.561,0.38,0.92,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,17.8,0.124,0.561,0.38,0.92,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,17.8,0.124,0.561,0.38,0.92,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,19.2,0.053,0.526,0.2,1.0,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,19.2,0.053,0.526,0.2,1.0,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,19.2,0.053,0.526,0.2,1.0,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,19.2,0.053,0.526,0.2,1.0,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,19.2,0.133,0.619,0.369,0.917,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,19.2,0.133,0.619,0.369,0.917,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,19.2,0.133,0.619,0.369,0.917,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,3TM,SF,69,2091,14.5,2.9,2.8,0.9,0.3,1.6,2.8,0.4,0.372,0.507,19.2,0.133,0.619,0.369,0.917,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,18.8,0.125,0.577,0.372,0.92,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,18.8,0.125,0.577,0.372,0.92,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,18.8,0.125,0.577,0.372,0.92,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,18.8,0.125,0.577,0.372,0.92,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,17.8,0.124,0.561,0.38,0.92,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,17.8,0.124,0.561,0.38,0.92,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,17.8,0.124,0.561,0.38,0.92,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,17.8,0.124,0.561,0.38,0.92,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,19.2,0.053,0.526,0.2,1.0,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,19.2,0.053,0.526,0.2,1.0,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,19.2,0.053,0.526,0.2,1.0,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,19.2,0.053,0.526,0.2,1.0,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,19.2,0.133,0.619,0.369,0.917,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,19.2,0.133,0.619,0.369,0.917,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,19.2,0.133,0.619,0.369,0.917,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,DAL,SF,44,1312,15.8,2.8,2.7,0.9,0.3,1.6,2.8,0.414,0.38,0.52,19.2,0.133,0.619,0.369,0.917,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,18.8,0.125,0.577,0.372,0.92,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,18.8,0.125,0.577,0.372,0.92,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,18.8,0.125,0.577,0.372,0.92,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,18.8,0.125,0.577,0.372,0.92,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,17.8,0.124,0.561,0.38,0.92,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,17.8,0.124,0.561,0.38,0.92,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,17.8,0.124,0.561,0.38,0.92,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,17.8,0.124,0.561,0.38,0.92,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,19.2,0.053,0.526,0.2,1.0,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,19.2,0.053,0.526,0.2,1.0,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,19.2,0.053,0.526,0.2,1.0,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,19.2,0.053,0.526,0.2,1.0,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,19.2,0.133,0.619,0.369,0.917,0.0,1.0,50.0,49.0,0.0,0.0,-2.9,380
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,19.2,0.133,0.619,0.369,0.917,0.0,0.0,27.0,73.0,0.0,0.0,0.1,241
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,19.2,0.133,0.619,0.369,0.917,0.0,0.0,77.0,23.0,0.0,0.0,7.3,12
2019,matthwe02,Wesley Matthews,IND,SG,23,725,12.5,3.2,2.7,1.0,0.2,1.5,2.8,0.386,0.369,0.5,19.2,0.133,0.619,0.369,0.917,0.0,3.0,91.0,7.0,0.0,0.0,-9.0,127
2019,mccawpa01,Patrick McCaw,2TM,SG,29,397,6.7,4.4,2.6,2.1,0.2,1.5,3.4,0.413,0.321,0.484,13.8,0.349,0.444,0.321,1.0,0.048,1.0,46.0,46.0,7.0,0.0,-10.1,78
2019,mccawpa01,Patrick McCaw,2TM,SG,29,397,6.7,4.4,2.6,2.1,0.2,1.5,3.4,0.413,0.321,0.484,13.8,0.349,0.444,0.321,1.0,0.048,0.0,78.0,22.0,0.0,0.0,-17.9,6
2019,mccawpa01,Patrick McCaw,2TM,SG,29,397,6.7,4.4,2.6,2.1,0.2,1.5,3.4,0.413,0.321,0.484,13.8,0.349,0.444,0.321,1.0,0.048,2.0,41.0,49.0,9.0,0.0,-8.9,72
2019,mccawpa01,Patrick McCaw,2TM,SG,29,397,6.7,4.4,2.6,2.1,0.2,1.5,3.4,0.413,0.321,0.484,14.2,0.333,0.444,0.25,1.0,0.0,1.0,46.0,46.0,7.0,0.0,-10.1,78
2019,mccawpa01,Patrick McCaw,2TM,SG,29,397,6.7,4.4,2.6,2.1,0.2,1.5,3.4,0.413,0.321,0.484,14.2,0.333,0.444,0.25,1.0,0.0,0.0,78.0,22.0,0.0,0.0,-17.9,6
2019,mccawpa01,Patrick McCaw,2TM,SG,29,397,6.7,4.4,2.6,2.1,0.2,1.5,3.4,0.413,0.321,0.484,14.2,0.333,0.444,0.25,1.0,0.0,2.0,41.0,49.0,9.0,0.0,-8.9,72
2019,mccawpa01,Patrick McCaw,2TM,SG,29,397,6.7,4.4,2.6,2.1,0.2,1.5,3.4,0.413,0.321,0.484,13.4,0.352,0.444,0.333,1.0,0.056,1.0,46.0,46.0,7.0,0.0,-10.1,78
2019,mccawpa01,Patrick McCaw,2TM,SG,29,397,6.7,4.4,2.6,2.1,0.2,1.5,3.4,0.413,0.321,0.484,13.4,0.352,0.444,0.333,1.0,0.056,0.0,78.0,22.0,0.0,0.0,-17.9,6
2019,mccawpa01,Patrick McCaw,2TM,SG,29,397,6.7,4.4,2.6,2.1,0.2,1.5,3.4,0.413,0.321,0.484,13.4,0.352,0.444,0.333,1.0,0.056,2.0,41.0,49.0,9.0,0.0,-8.9,72
2019,mccawpa01,Patrick McCaw,TOR,SG,26,344,7.2,4.7,2.8,2.2,0.2,1.5,3.9,0.444,0.333,0.519,13.8,0.349,0.444,0.321,1.0,0.048,1.0,46.0,46.0,7.0,0.0,-10.1,78
2019,mccawpa01,Patrick McCaw,TOR,SG,26,344,7.2,4.7,2.8,2.2,0.2,1.5,3.9,0.444,0.333,0.519,13.8,0.349,0.444,0.321,1.0,0.048,0.0,78.0,22.0,0.0,0.0,-17.9,6
2019,mccawpa01,Patrick McCaw,TOR,SG,26,344,7.2,4.7,2.8,2.2,0.2,1.5,3.9,0.444,0.333,0.519,13.8,0.349,0.444,0.321,1.0,0.048,2.0,41.0,49.0,9.0,0.0,-8.9,72
2019,mccawpa01,Patrick McCaw,TOR,SG,26,344,7.2,4.7,2.8,2.2,0.2,1.5,3.9,0.444,0.333,0.519,14.2,0.333,0.444,0.25,1.0,0.0,1.0,46.0,46.0,7.0,0.0,-10.1,78
2019,mccawpa01,Patrick McCaw,TOR,SG,26,344,7.2,4.7,2.8,2.2,0.2,1.5,3.9,0.444,0.333,0.519,14.2,0.333,0.444,0.25,1.0,0.0,0.0,78.0,22.0,0.0,0.0,-17.9,6
2019,mccawpa01,Patrick McCaw,TOR,SG,26,344,7.2,4.7,2.8,2.2,0.2,1.5,3.9,0.444,0.333,0.519,14.2,0.333,0.444,0.25,1.0,0.0,2.0,41.0,49.0,9.0,0.0,-8.9,72
2019,mccawpa01,Patrick McCaw,TOR,SG,26,344,7.2,4.7,2.8,2.2,0.2,1.5,3.9,0.444,0.333,0.519,13.4,0.352,0.444,0.333,1.0,0.056,1.0,46.0,46.0,7.0,0.0,-10.1,78
2019,mccawpa01,Patrick McCaw,TOR,SG,26,344,7.2,4.7,2.8,2.2,0.2,1.5,3.9,0.444,0.333,0.519,13.4,0.352,0.444,0.333,1.0,0.056,0.0,78.0,22.0,0.0,0.0,-17.9,6
2019,mccawpa01,Patrick McCaw,TOR,SG,26,344,7.2,4.7,2.8,2.2,0.2,1.5,3.9,0.444,0.333,0.519,13.4,0.352,0.444,0.333,1.0,0.056,2.0,41.0,49.0,9.0,0.0,-8.9,72
2019,mccolcj01,CJ McCollum,POR,SG,70,2375,22.3,4.3,3.1,0.8,0.4,1.6,2.6,0.459,0.375,0.527,15.3,0.183,0.358,0.375,0.731,0.011,0.0,71.0,29.0,1.0,0.0,6.1,499
2019,mccontj01,T.J. McConnell,PHI,PG,76,1470,11.8,4.3,6.3,1.9,0.4,2.2,2.6,0.525,0.333,0.542,10.9,0.232,0.1,0.333,1.0,0.0,99.0,1.0,0.0,0.0,0.0,-4.5,615
2019,mcderdo01,Doug McDermott,IND,SF,77,1340,15.2,2.9,1.8,0.5,0.2,1.1,2.8,0.491,0.408,0.59,16.1,0.268,0.488,0.408,1.0,0.043,0.0,1.0,71.0,29.0,0.0,2.0,151
2019,mcgeeja01,JaVale McGee,LAL,C,75,1671,19.3,12.2,1.1,1.0,3.2,2.3,4.5,0.624,0.083,0.625,4.0,0.637,0.019,0.083,1.0,0.337,0.0,0.0,0.0,0.0,100.0,-4.4,124
2019,mcgruro01,Rodney McGruder,MIA,SG,66,1550,11.7,5.5,2.6,0.8,0.3,1.5,2.7,0.403,0.351,0.489,15.2,0.197,0.488,0.351,0.937,0.013,57.0,39.0,4.0,0.0,0.0,-1.4,265
2019,mckinal01,Alfonzo McKinnie,GSW,SF,72,1003,12.1,8.9,1.1,0.6,0.5,1.1,4.8,0.487,0.356,0.564,12.9,0.404,0.429,0.356,1.0,0.138,0.0,23.0,71.0,7.0,0.0,-7.0,76
2019,mcraejo01,Jordan McRae,WAS,SG,27,333,17.3,4.3,3.2,1.4,0.8,1.6,2.8,0.469,0.286,0.508,14.7,0.208,0.269,0.286,0.7,0.023,27.0,64.0,9.0,0.0,0.0,-0.7,69
2019,mejrisa01,Salah Mejri,DAL,C,36,399,12.7,11.8,3.2,0.9,2.3,1.9,5.0,0.491,0.324,0.54,10.1,0.5,0.304,0.324,1.0,0.214,0.0,0.0,0.0,0.0,100.0,-5.8,81
2019,meltode01,De'Anthony Melton,PHO,PG,50,984,9.1,4.9,5.8,2.5,0.8,2.7,4.1,0.391,0.305,0.447,13.7,0.281,0.371,0.305,1.0,0.031,95.0,5.0,0.0,0.0,0.0,1.4,367
2019,middlkh01,Khris Middleton,MIL,SF,77,2393,21.2,6.9,5.0,1.2,0.1,2.6,2.6,0.441,0.378,0.519,15.9,0.171,0.413,0.378,0.603,0.017,0.0,6.0,84.0,9.0,0.0,3.8,770
2019,milescj01,C.J. Miles,2TM,SF,53,856,14.3,4.0,1.5,1.1,0.6,1.3,3.3,0.36,0.33,0.468,19.6,0.129,0.653,0.33,0.97,0.013,0.0,12.0,63.0,25.0,0.0,-6.5,78
2019,milescj01,C.J. Miles,2TM,SF,53,856,14.3,4.0,1.5,1.1,0.6,1.3,3.3,0.36,0.33,0.468,19.6,0.129,0.653,0.33,0.97,0.013,0.0,11.0,64.0,25.0,0.0,-18.8,47
2019,milescj01,C.J. Miles,2TM,SF,53,856,14.3,4.0,1.5,1.1,0.6,1.3,3.3,0.36,0.33,0.468,19.6,0.129,0.653,0.33,0.97,0.013,0.0,14.0,62.0,24.0,0.0,16.8,31
2019,milescj01,C.J. Miles,2TM,SF,53,856,14.3,4.0,1.5,1.1,0.6,1.3,3.3,0.36,0.33,0.468,19.7,0.131,0.665,0.314,0.953,0.019,0.0,12.0,63.0,25.0,0.0,-6.5,78
2019,milescj01,C.J. Miles,2TM,SF,53,856,14.3,4.0,1.5,1.1,0.6,1.3,3.3,0.36,0.33,0.468,19.7,0.131,0.665,0.314,0.953,0.019,0.0,11.0,64.0,25.0,0.0,-18.8,47
2019,milescj01,C.J. Miles,2TM,SF,53,856,14.3,4.0,1.5,1.1,0.6,1.3,3.3,0.36,0.33,0.468,19.7,0.131,0.665,0.314,0.953,0.019,0.0,14.0,62.0,24.0,0.0,16.8,31
2019,milescj01,C.J. Miles,2TM,SF,53,856,14.3,4.0,1.5,1.1,0.6,1.3,3.3,0.36,0.33,0.468,19.4,0.124,0.629,0.364,1.0,0.0,0.0,12.0,63.0,25.0,0.0,-6.5,78
2019,milescj01,C.J. Miles,2TM,SF,53,856,14.3,4.0,1.5,1.1,0.6,1.3,3.3,0.36,0.33,0.468,19.4,0.124,0.629,0.364,1.0,0.0,0.0,11.0,64.0,25.0,0.0,-18.8,47
2019,milescj01,C.J. Miles,2TM,SF,53,856,14.3,4.0,1.5,1.1,0.6,1.3,3.3,0.36,0.33,0.468,19.4,0.124,0.629,0.364,1.0,0.0,0.0,14.0,62.0,24.0,0.0,16.8,31
2019,milescj01,C.J. Miles,TOR,SF,40,562,14.0,4.4,1.4,1.2,0.6,1.3,4.0,0.34,0.314,0.444,19.6,0.129,0.653,0.33,0.97,0.013,0.0,12.0,63.0,25.0,0.0,-6.5,78
2019,milescj01,C.J. Miles,TOR,SF,40,562,14.0,4.4,1.4,1.2,0.6,1.3,4.0,0.34,0.314,0.444,19.6,0.129,0.653,0.33,0.97,0.013,0.0,11.0,64.0,25.0,0.0,-18.8,47
2019,milescj01,C.J. Miles,TOR,SF,40,562,14.0,4.4,1.4,1.2,0.6,1.3,4.0,0.34,0.314,0.444,19.6,0.129,0.653,0.33,0.97,0.013,0.0,14.0,62.0,24.0,0.0,16.8,31
2019,milescj01,C.J. Miles,TOR,SF,40,562,14.0,4.4,1.4,1.2,0.6,1.3,4.0,0.34,0.314,0.444,19.7,0.131,0.665,0.314,0.953,0.019,0.0,12.0,63.0,25.0,0.0,-6.5,78
2019,milescj01,C.J. Miles,TOR,SF,40,562,14.0,4.4,1.4,1.2,0.6,1.3,4.0,0.34,0.314,0.444,19.7,0.131,0.665,0.314,0.953,0.019,0.0,11.0,64.0,25.0,0.0,-18.8,47
2019,milescj01,C.J. Miles,TOR,SF,40,562,14.0,4.4,1.4,1.2,0.6,1.3,4.0,0.34,0.314,0.444,19.7,0.131,0.665,0.314,0.953,0.019,0.0,14.0,62.0,24.0,0.0,16.8,31
2019,milescj01,C.J. Miles,TOR,SF,40,562,14.0,4.4,1.4,1.2,0.6,1.3,4.0,0.34,0.314,0.444,19.4,0.124,0.629,0.364,1.0,0.0,0.0,12.0,63.0,25.0,0.0,-6.5,78
2019,milescj01,C.J. Miles,TOR,SF,40,562,14.0,4.4,1.4,1.2,0.6,1.3,4.0,0.34,0.314,0.444,19.4,0.124,0.629,0.364,1.0,0.0,0.0,11.0,64.0,25.0,0.0,-18.8,47
2019,milescj01,C.J. Miles,TOR,SF,40,562,14.0,4.4,1.4,1.2,0.6,1.3,4.0,0.34,0.314,0.444,19.4,0.124,0.629,0.364,1.0,0.0,0.0,14.0,62.0,24.0,0.0,16.8,31
2019,milescj01,C.J. Miles,MEM,SF,13,294,14.8,3.3,1.7,1.0,0.6,1.1,2.1,0.4,0.364,0.514,19.6,0.129,0.653,0.33,0.97,0.013,0.0,12.0,63.0,25.0,0.0,-6.5,78
2019,milescj01,C.J. Miles,MEM,SF,13,294,14.8,3.3,1.7,1.0,0.6,1.1,2.1,0.4,0.364,0.514,19.6,0.129,0.653,0.33,0.97,0.013,0.0,11.0,64.0,25.0,0.0,-18.8,47
2019,milescj01,C.J. Miles,MEM,SF,13,294,14.8,3.3,1.7,1.0,0.6,1.1,2.1,0.4,0.364,0.514,19.6,0.129,0.653,0.33,0.97,0.013,0.0,14.0,62.0,24.0,0.0,16.8,31
2019,milescj01,C.J. Miles,MEM,SF,13,294,14.8,3.3,1.7,1.0,0.6,1.1,2.1,0.4,0.364,0.514,19.7,0.131,0.665,0.314,0.953,0.019,0.0,12.0,63.0,25.0,0.0,-6.5,78
2019,milescj01,C.J. Miles,MEM,SF,13,294,14.8,3.3,1.7,1.0,0.6,1.1,2.1,0.4,0.364,0.514,19.7,0.131,0.665,0.314,0.953,0.019,0.0,11.0,64.0,25.0,0.0,-18.8,47
2019,milescj01,C.J. Miles,MEM,SF,13,294,14.8,3.3,1.7,1.0,0.6,1.1,2.1,0.4,0.364,0.514,19.7,0.131,0.665,0.314,0.953,0.019,0.0,14.0,62.0,24.0,0.0,16.8,31
2019,milescj01,C.J. Miles,MEM,SF,13,294,14.8,3.3,1.7,1.0,0.6,1.1,2.1,0.4,0.364,0.514,19.4,0.124,0.629,0.364,1.0,0.0,0.0,12.0,63.0,25.0,0.0,-6.5,78
2019,milescj01,C.J. Miles,MEM,SF,13,294,14.8,3.3,1.7,1.0,0.6,1.1,2.1,0.4,0.364,0.514,19.4,0.124,0.629,0.364,1.0,0.0,0.0,11.0,64.0,25.0,0.0,-18.8,47
2019,milescj01,C.J. Miles,MEM,SF,13,294,14.8,3.3,1.7,1.0,0.6,1.1,2.1,0.4,0.364,0.514,19.4,0.124,0.629,0.364,1.0,0.0,0.0,14.0,62.0,24.0,0.0,16.8,31
2019,milleda01,Darius Miller,NOP,SF,69,1757,11.6,2.6,3.0,0.8,0.5,1.2,3.4,0.39,0.365,0.528,22.3,0.031,0.752,0.365,0.932,0.002,0.0,0.0,63.0,37.0,0.0,2.8,336
2019,millspa01,Paul Millsap,DEN,PF,70,1895,16.8,9.6,2.7,1.6,1.0,1.8,3.5,0.484,0.365,0.528,10.0,0.34,0.239,0.365,1.0,0.072,0.0,0.0,20.0,80.0,0.0,9.2,342
2019,millspa02,Patty Mills,SAS,PG,82,1908,15.3,3.4,4.6,0.9,0.2,1.8,2.4,0.425,0.394,0.545,19.5,0.139,0.609,0.394,0.755,0.0,100.0,0.0,0.0,0.0,0.0,5.6,580
2019,miltosh01,Shake Milton,PHI,SG,20,268,11.7,4.7,2.4,1.1,1.1,0.8,3.9,0.391,0.318,0.471,16.3,0.23,0.506,0.318,0.929,0.011,11.0,51.0,36.0,2.0,0.0,-3.7,39
2019,mirotni01,Nikola Mirotić,2TM,PF,46,1245,20.2,9.8,1.6,0.9,1.0,1.4,3.1,0.439,0.365,0.546,18.7,0.194,0.587,0.365,0.914,0.009,0.0,0.0,6.0,61.0,33.0,3.8,127
2019,mirotni01,Nikola Mirotić,2TM,PF,46,1245,20.2,9.8,1.6,0.9,1.0,1.4,3.1,0.439,0.365,0.546,18.7,0.194,0.587,0.365,0.914,0.009,0.0,0.0,0.0,64.0,36.0,3.6,80
2019,mirotni01,Nikola Mirotić,2TM,PF,46,1245,20.2,9.8,1.6,0.9,1.0,1.4,3.1,0.439,0.365,0.546,18.7,0.194,0.587,0.365,0.914,0.009,0.0,0.0,23.0,53.0,24.0,4.4,47
2019,mirotni01,Nikola Mirotić,2TM,PF,46,1245,20.2,9.8,1.6,0.9,1.0,1.4,3.1,0.439,0.365,0.546,18.2,0.204,0.568,0.368,0.906,0.01,0.0,0.0,6.0,61.0,33.0,3.8,127
2019,mirotni01,Nikola Mirotić,2TM,PF,46,1245,20.2,9.8,1.6,0.9,1.0,1.4,3.1,0.439,0.365,0.546,18.2,0.204,0.568,0.368,0.906,0.01,0.0,0.0,0.0,64.0,36.0,3.6,80
2019,mirotni01,Nikola Mirotić,2TM,PF,46,1245,20.2,9.8,1.6,0.9,1.0,1.4,3.1,0.439,0.365,0.546,18.2,0.204,0.568,0.368,0.906,0.01,0.0,0.0,23.0,53.0,24.0,4.4,47
